Title,PromptURL,Description,Category,Level,PromptTags,Updated
Connect Chapters Cohesively,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Connect%20Chapters%20Cohesively.md,"Erstelle eine Liste von Schreibanregungen für Sachbücher, die sich darauf konzentrieren, verschiedene Kapitel in einem Selbsthilfebuch kohäsiv zu verbinden. Das Ziel ist es,...",AI 4 WORK,Profi,"Prozesse, Strategie",2025-12-24
Conservation Project Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/conservation_project_analysis.md,"Analysieren Sie den folgenden Projektbericht zum Conservation, Community and Biodiversity (CCB) Projekt und geben Sie eine detaillierte Zusammenfassung und Bewertung....",AI 4 WORK,Profi,"Analyse, Content, Reporting, Strategie",2025-12-24
Consolidate Educational Materials,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/consolidate_educational_materials.md,Klar! Hier ist der hochwertige ChatGPT-Prompt:,AI 4 WORK,Profi,"Analyse, Prozesse, Strategie",2025-12-24
Contracts Plain Language Review,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/contracts_plain_language_review.md,Schreibe die folgenden Unterhaltungsvertragsklauseln für Künstler und Kreative in einfaches Englisch um. Hebe alle Problembereiche innerhalb der Klauseln hervor und biete...,AI 4 WORK,Einsteiger,,2025-12-24
Control Assessment And Improvement,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/control_assessment_and_improvement.md,"""Bewerte als erfahrener interner Auditor oder Finanzregulator das Design einer gegebenen Kontrolle und beurteile, ob sie das damit verbundene Risiko effektiv mindert. Deine...",AI 4 WORK,Profi,"Finance, Content, Reporting",2025-12-24
Copywriting Guidance Tool,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/copywriting_guidance_tool.md,"Du hast ein zweistündiges Video über Experten-Copywriting-Techniken voller praktischer Lektionen. Erstelle einen ChatGPT-Prompt, der es Nutzern ermöglicht, spezifische...",AI 4 WORK,Experte,"Email, Strategie",2025-12-24
Corporate Communication Edit,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/corporate_communication_edit.md,"Du bist ein professioneller Kommunikationsexperte, der sich auf Arbeitsplatzetikette und Unternehmensdiplomatie spezialisiert hat. Deine Aufgabe ist es, emotional aufgeladene,...",AI 4 WORK,Experte,"Email, Content, Decision, Prozesse",2025-12-24
Corporate Structure Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/corporate_structure_guide.md,"Sicherlich, hier ist der ChatGPT-Prompt basierend auf der Anfrage:",AI 4 WORK,Profi,"Finance, Content, Wealth, Prozesse, Strategie",2025-12-24
Corporate Tax Optimization,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/corporate_tax_optimization.md,Analysiere die Unternehmensteuergesetze in verschiedenen Rechtsordnungen mit Fokus auf Optimierungsmöglichkeiten und Sicherstellung der Compliance für Unternehmen im Rechts-...,AI 4 WORK,Experte,"Finance, Decision, Strategie",2025-12-24
Covered Call Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/covered_call_strategies.md,"Ich versuche, Aktienoptionsstrategien als Anfänger zu verstehen. Bitte hilf mir mit Folgendem:",AI 4 WORK,Einsteiger,Strategie,2025-12-24
Create A Poppy Ai Prompt,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_a_poppy_ai_prompt.md,"Erstelle einen KI-Prompt, der wie Poppy AI funktioniert:",AI 4 WORK,Profi,,2025-12-24
Create Academic Paper,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_academic_paper.md,"Sicher, hier ist ein hochwertiger ChatGPT-Prompt, der die Anfrage anspricht:",AI 4 WORK,Profi,"Analyse, Content, Strategie",2025-12-24
Create Ai Application,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_ai_application.md,"Ich benötige Ihre Hilfe beim Erstellen einer Anwendung mit künstlicher Intelligenz, die interaktives und effizientes Lernen unterstützen soll. Die KI sollte die folgenden...",AI 4 WORK,Profi,"Analyse, Content, Prozesse",2025-12-24
Create Ai Jobs Analysis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_ai_jobs_analysis.md,"""Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Einsteiger,"Finance, Analyse, Strategie",2025-12-24
Create Ai System For Misinformation Detection,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_ai_system_for_misinformation_detection.md,"Erstelle ein KI-System, das Deepfakes und Fake News effektiv erkennen kann und vor den schädlichen Auswirkungen von Desinformation schützt. Deine Antwort sollte alle...",AI 4 WORK,Profi,,2025-12-24
Create Api Specification,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_api_specification.md,"Erstellen Sie eine API-Spezifikation für eine Sicherheitsrisiko-Eskalationsfunktion, einschließlich:",AI 4 WORK,Profi,Safety,2025-12-24
Create Art Course Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_art_course_outline.md,"Erstelle einen detaillierten Online-Kurs-Entwurf für absolute Anfänger in Acrylmalerei, der auf eine Kunstwebsite hochgeladen werden soll. Das Ziel des Kurses ist es, Schülern,...",AI 4 WORK,Experte,"Training, Adoption, Template, Content, Prozesse",2025-12-24
Create Article Structure,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_article_structure.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Einsteiger,,2025-12-24
Create Audiobook Materials,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_audiobook_materials.md,"Ich benötige detailliertes Ausgangsmaterial für Szenen, ein Voiceover-Skript und Anleitung zur Erstellung eines Hörbuchs. Bitte stelle Folgendes bereit:",AI 4 WORK,Profi,"Strategie, Script",2025-12-24
Create Automation Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_automation_strategy.md,Erstellen Sie eine detaillierte Automatisierungsstrategie für mein Unternehmen unter Verwendung von ChatGPT. Berücksichtigen Sie die folgenden Komponenten:,AI 4 WORK,Profi,"Safety, Training, Automation, Finance, Analyse",2025-12-24
Create Better Frame,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_better_frame.md,"Erstelle einen Rahmen-Prompt für Innenarchitekten, um ihnen zu helfen, die bestmöglichen Designkonzepte zu entwickeln, indem sie detaillierte Design-, Fotografie- und...",AI 4 WORK,Profi,Script,2025-12-24
Create Book Idea,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Create%20Book%20Idea.md,"Erstellen Sie eine fiktive Buchidee basierend auf den prominenten Elementen und Themen, die Sie beschreiben. Befolgen Sie diese spezifischen Anweisungen, um eine umfassende...",AI 4 WORK,Profi,"Kids, SOP",2025-12-24
Create Business Improvement Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_business_improvement_plan.md,Erstellen Sie einen umfassenden Plan zur Erreichung der folgenden Ziele für mein Unternehmen:,AI 4 WORK,Experte,"Training, Automation, Content, Prozesse, Strategie",2025-12-24
Create Business Incubation System Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_business_incubation_system_guide.md,"Erstellen Sie einen detaillierten Leitfaden für jemanden ohne vorherige Programmiererfahrung, wie ein Business Incubation Management System für ein Innovations- und...",AI 4 WORK,Einsteiger,"Training, Finance, Stakeholder, Reporting, Prozesse",2025-12-24
Create Business Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_business_plan.md,"Sie sind ein erfahrener Unternehmensberater, der damit beauftragt ist, einen umfassenden, professionellen Geschäftsplan auf der Grundlage bereitgestellter Eingaben zu...",AI 4 WORK,Experte,"Research, Finance, Stakeholder, Analyse, Content",2025-12-24
Create Case Document,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_case_document.md,"Erstelle ein Case-for-Support-Dokument für eine NGO, die sich auf nachhaltige Entwicklung, Umwelt, Biodiversitätsschutz und Klimawandel konzentriert, mit speziellem Fokus auf...",AI 4 WORK,Profi,"Finance, Reporting",2025-12-24
Create Children,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_children's_storybook_concept.md,Erstelle ein fesselndes und ansprechendes Kinderbuch-Konzept mit folgenden Elementen:,AI 4 WORK,Profi,"Kids, Content",2025-12-24
Create Coloring Book Concept,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_coloring_book_concept.md,"Erstellen Sie ein detailliertes Malbuch-Konzept, das von ""The Nightmare Before Christmas"" inspiriert ist. Das Malbuch sollte die folgenden Spezifikationen enthalten:",AI 4 WORK,Profi,Content,2025-12-24
Create Coloring Book Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Create%20Coloring%20Book%20Ideas.md,"Erstelle drei einzigartige Ideen für ein Malbuch mit Schwerpunkt auf Labyrinthen und Irrgärten, speziell für Teenager entwickelt. Berücksichtige die Integration von Themen und...",AI 4 WORK,Profi,Content,2025-12-24
Create Coloring Book Page,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_coloring_book_page.md,"Erstelle eine detaillierte und visuell ansprechende Ausmalseite, die auch als Cover verwendet werden kann. Die Ausmalseite sollte ein einzigartiges und kreatives Design haben,...",AI 4 WORK,Profi,,2025-12-24
Create Coloring Book Pages,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_coloring_book_pages.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,Content,2025-12-24
Create Compelling First Person Text,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_compelling_first_person_text.md,Aufgabe: Erstellen Sie einen überzeugenden Text in der Ich-Perspektive,AI 4 WORK,Einsteiger,"Adoption, Prozesse",2025-12-24
Create Compelling Linkedin Headlines,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_compelling_linkedin_headlines.md,"Erstelle mindestens 10 überzeugende Überschriften für ein LinkedIn-Profil, die eine professionelle Karriere im Consulting hervorheben und sich auf Stärken und Spezialisierungen...",AI 4 WORK,Experte,"LinkedIn, Strategie, Retail",2025-12-24
Create Competence Cloud,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_competence_cloud.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,,2025-12-24
Create Comprehensive Article,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_comprehensive_article.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,Content,2025-12-24
Create Comprehensive Prompt,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_comprehensive_prompt.md,"Ich bin hier, um Ihnen bei Ihrer Anfrage zu helfen. Obwohl Ihre Anfrage einfach ""all"" war, werde ich einen detaillierten und umfassenden ChatGPT-Prompt erstellen, um eine...",AI 4 WORK,Profi,,2025-12-24
Create Comprehensive Unit Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_comprehensive_unit_plan.md,"Erstelle einen umfassenden Lerneinheitsplan für ein beliebiges Fach, der für Lehrkräfte konzipiert ist und detaillierte Unterrichtspläne enthält. Berücksichtige folgende...",AI 4 WORK,Experte,"Prozesse, Strategie",2025-12-24
Create Consulting Ai Chatbot,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_consulting_ai_chatbot.md,"Erstelle einen Beratungs-KI-Chatbot für VoxPR zur Unterstützung bei der KI-Agenten-Entwicklung, KI-Automatisierungsdiensten und Terminplanung. Befolge diese Richtlinien:",AI 4 WORK,Einsteiger,"Safety, Automation, Adoption, Prozesse, SOP",2025-12-24
Create Content Outline,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_content_outline.md,Erstellen Sie eine Inhaltsgliederung für ein Schriftstück. Die Gliederung sollte die folgenden Komponenten enthalten:,AI 4 WORK,Profi,Content,2025-12-24
Create Cyberag Co Op Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cyberag_co_op_plan.md,"Erstelle einen detaillierten Plan für die Einrichtung einer gemeinnützigen Organisation, CyberAg Co-Op, in Louisiana, mit Fokus auf die Nutzung vorhandener IT-Fähigkeiten zur...",AI 4 WORK,Profi,"Safety, Training, Finance, Strategie",2025-12-24
Create Cybersecurity Audit Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_audit_guide.md,Erstellen Sie einen detaillierten Leitfaden zur Durchführung von Cybersecurity-Audits mit Schwerpunkt auf verschiedenen internationalen Frameworks. Der Leitfaden sollte die...,AI 4 WORK,Experte,"Safety, Checkliste, Content, Reporting, Prozesse",2025-12-24
Create Cybersecurity Job Description,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_job_description.md,Erstelle eine Stellenbeschreibung für eine Einstiegsposition im Bereich Cybersicherheit. Berücksichtige die folgenden Elemente und passe sie nach Bedarf an deine...,AI 4 WORK,Profi,"Safety, Reporting, Script",2025-12-24
Create Cybersecurity Pitch Deck,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_pitch_deck.md,Erstelle einen detaillierten und überzeugenden Pitch-Deck-Inhalt für ein Meeting mit einem CEO und Entscheidungsträgern im Bereich Operational Technology (OT) Cybersicherheit....,AI 4 WORK,Einsteiger,"Safety, Adoption, Analyse, Content, Decision",2025-12-24
Create Cybersecurity Resumes,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_cybersecurity_resumes.md,"Erstelle Lebensläufe für Cybersicherheitsanalysten und Security Operations Center (SOC)-Analysten, die Recruiter und Personalverantwortliche beeindrucken und die...",AI 4 WORK,Profi,"Safety, Analyse",2025-12-24
Create Dating App Business Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_dating_app_business_plan.md,Erstelle einen detaillierten Geschäftsplan für eine neue Dating-App. Der Plan sollte die folgenden Bereiche abdecken:,AI 4 WORK,Experte,"Research, Safety, Finance, Analyse, Strategie",2025-12-24
Create Dream Life Tiktok Story,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/create_dream_life_tiktok_story.md,"Erstelle einen detaillierten ChatGPT-Prompt, der die folgende Aufgabe behandelt:",AI 4 WORK,Profi,Content,2025-12-24
